entry_index,exit_index,entry_price,exit_price,trade_return,capital_after_trade,relative_profit
32979,32986,28414.54,28396.68,-0.000629,1295.67,-0.000629
32990,32992,28389.25,28396.91,0.00027,1296.02,0.00027
33043,33050,28402.15,28423.34,0.000746,1296.99,0.000746
33051,33052,28419.56,28427.06,0.000264,1297.33,0.000264
33074,33075,28426.0,28433.11,0.00025,1297.65,0.00025
33099,33100,28433.57,28445.04,0.000403,1298.18,0.000403
33102,33132,28426.82,28408.06,-0.00066,1297.32,-0.00066
33134,33137,28398.1,28407.39,0.000327,1297.74,0.000327
33143,33145,28404.88,28403.62,-4.4e-05,1297.69,-4.4e-05
33146,33147,28388.1,28399.58,0.000404,1298.21,0.000404
33148,33159,28381.67,28397.31,0.000551,1298.93,0.000551
33160,33168,28369.88,28369.98,4e-06,1298.93,4e-06
33176,33177,28359.35,28374.99,0.000551,1299.65,0.000551
33181,33187,28364.04,28349.81,-0.000502,1298.99,-0.000502
33189,33213,28341.35,28250.0,-0.003223,1294.81,-0.003223
33219,33220,28295.56,28328.56,0.001166,1296.32,0.001166
33221,33226,28285.88,28302.18,0.000576,1297.06,0.000576
33227,33230,28289.23,28280.0,-0.000326,1296.64,-0.000326
33245,33249,28184.39,28103.19,-0.002881,1292.91,-0.002881
33250,33251,28067.18,28096.61,0.001049,1294.26,0.001049
33254,33260,28105.54,28122.3,0.000596,1295.03,0.000596
33261,33280,28096.49,28105.33,0.000315,1295.44,0.000315
33294,33296,28109.17,28188.64,0.002827,1299.1,0.002827
33327,33342,28139.94,27995.47,-0.005134,1292.43,-0.005134
33343,33352,27945.83,28013.16,0.002409,1295.55,0.002409
33360,33363,28052.43,28081.28,0.001028,1296.88,0.001028
33364,33366,28058.75,28082.57,0.000849,1297.98,0.000849
33370,33382,28086.37,28014.14,-0.002572,1294.64,-0.002572
33385,33393,27989.91,27990.53,2.2e-05,1294.67,2.2e-05
33394,33397,27963.15,27976.01,0.00046,1295.27,0.00046
33406,33407,28060.46,28069.1,0.000308,1295.67,0.000308
33410,33413,28058.49,28108.0,0.001765,1297.95,0.001765
33435,33440,28104.79,28100.51,-0.000152,1297.75,-0.000152
33441,33462,28080.37,27698.19,-0.01361,1280.09,-0.01361
33463,33467,27706.95,27743.28,0.001311,1281.77,0.001311
33475,33477,27732.55,27787.04,0.001965,1284.29,0.001965
33480,33515,27776.2,27705.61,-0.002541,1281.02,-0.002541
33517,33524,27667.56,27704.39,0.001331,1282.73,0.001331
33541,33542,27691.59,27709.9,0.000661,1283.58,0.000661
33544,33548,27679.57,27681.73,7.8e-05,1283.68,7.8e-05
33551,33552,27658.89,27694.63,0.001292,1285.34,0.001292
33558,33560,27699.33,27723.42,0.00087,1286.45,0.00087
33644,33650,28303.77,28259.28,-0.001572,1284.43,-0.001572
33655,33685,28216.38,28166.29,-0.001775,1282.15,-0.001775
33687,33693,28142.76,28184.92,0.001498,1284.07,0.001498
33695,33700,28139.1,28330.54,0.006803,1292.81,0.006803
33702,33719,28288.37,28087.98,-0.007084,1283.65,-0.007084
33720,33725,27999.5,28049.73,0.001794,1285.95,0.001794
33726,33732,28041.92,28076.51,0.001234,1287.54,0.001234
33739,33777,28028.1,28055.44,0.000975,1288.8,0.000975
33778,33781,28006.92,28044.9,0.001356,1290.54,0.001356
33782,33785,27985.31,28040.23,0.001962,1293.08,0.001962
33786,33791,27993.41,28025.96,0.001163,1294.58,0.001163
33798,33800,28130.37,28170.72,0.001434,1296.44,0.001434
33807,33808,28135.08,28135.39,1.1e-05,1296.45,1.1e-05
33811,33823,28120.91,28082.52,-0.001365,1294.68,-0.001365
33825,33830,28047.94,27788.23,-0.00926,1282.69,-0.00926
33831,33837,27788.8,27800.02,0.000404,1283.21,0.000404
33838,33847,27776.16,27460.91,-0.01135,1268.65,-0.01135
33848,33850,27375.48,27539.92,0.006007,1276.27,0.006007
33853,33857,27523.95,27590.29,0.00241,1279.34,0.00241
33858,33861,27555.53,27733.26,0.00645,1287.6,0.00645
33863,33870,27676.31,27851.86,0.006343,1295.76,0.006343
33896,33903,27803.5,27793.65,-0.000354,1295.3,-0.000354
33905,33919,27774.12,27726.77,-0.001705,1293.1,-0.001705
33923,33933,27732.65,27838.53,0.003818,1298.03,0.003818
33936,33953,27813.81,27883.8,0.002516,1301.3,0.002516
33995,34010,27835.0,27939.17,0.003742,1306.17,0.003742
34030,34033,27866.63,27872.82,0.000222,1306.46,0.000222
34043,34044,28043.77,28078.14,0.001226,1308.06,0.001226
34052,34054,28036.28,28029.17,-0.000254,1307.73,-0.000254
34055,34060,28014.38,28006.57,-0.000279,1307.36,-0.000279
34071,34072,27933.34,27983.02,0.001779,1309.69,0.001779
34089,34090,28037.57,28063.18,0.000913,1310.89,0.000913
34108,34109,28182.84,28219.13,0.001288,1312.57,0.001288
34132,34134,28306.8,28296.16,-0.000376,1312.08,-0.000376
34136,34137,28220.51,28249.99,0.001045,1313.45,0.001045
34157,34158,28222.04,28229.17,0.000253,1313.78,0.000253
34175,34185,28253.34,28165.65,-0.003104,1309.7,-0.003104
34187,34189,28155.17,28188.76,0.001193,1311.27,0.001193
34190,34195,28182.6,28200.0,0.000617,1312.08,0.000617
34198,34239,28179.37,28116.61,-0.002227,1309.15,-0.002227
34240,34252,28093.01,28178.85,0.003056,1313.15,0.003056
34273,34275,28147.39,28143.64,-0.000133,1312.98,-0.000133
34284,34288,28114.42,28120.75,0.000225,1313.28,0.000225
34290,34292,28105.53,28153.25,0.001698,1315.51,0.001698
34294,34295,28094.41,28120.0,0.000911,1316.7,0.000911
34336,34339,28181.61,28185.55,0.00014,1316.89,0.00014
34342,34343,28163.49,28210.43,0.001667,1319.08,0.001667
34360,34361,28185.83,28201.54,0.000557,1319.82,0.000557
34367,34382,28175.21,28138.02,-0.00132,1318.08,-0.00132
34387,34390,28146.95,28163.06,0.000572,1318.83,0.000572
34405,34406,28561.6,28649.98,0.003094,1322.91,0.003094
34424,34425,28571.41,28594.22,0.000798,1323.97,0.000798
34443,34444,28533.66,28565.57,0.001118,1325.45,0.001118
34447,34488,28525.43,28516.58,-0.00031,1325.04,-0.00031
34496,34497,28557.64,28557.65,0.0,1325.04,0.0
34518,34521,28526.09,28521.16,-0.000173,1324.81,-0.000173
34524,34536,28534.42,28507.56,-0.000941,1323.56,-0.000941
34547,34551,28500.71,28551.54,0.001783,1325.92,0.001783
34564,34566,28543.8,28559.16,0.000538,1326.63,0.000538
34572,34573,28522.33,28523.77,5e-05,1326.7,5e-05
34576,34579,28512.21,28511.32,-3.1e-05,1326.66,-3.1e-05
34591,34601,28512.81,28514.25,5.1e-05,1326.73,5.1e-05
34602,34612,28491.2,28525.45,0.001202,1328.32,0.001202
34614,34615,28524.78,28534.29,0.000333,1328.77,0.000333
34616,34617,28520.01,28543.82,0.000835,1329.87,0.000835
34636,34638,28425.79,28464.93,0.001377,1331.71,0.001377
34651,34732,28483.26,28060.2,-0.014853,1311.93,-0.014853
34754,34756,27962.0,27994.8,0.001173,1313.46,0.001173
34768,34769,27974.33,28068.2,0.003356,1317.87,0.003356
34785,34787,28205.37,28211.34,0.000212,1318.15,0.000212
34800,34801,28184.51,28197.21,0.000451,1318.75,0.000451
34804,34805,28150.61,28168.38,0.000631,1319.58,0.000631
34829,34838,28144.38,28181.06,0.001303,1321.3,0.001303
34844,34848,28175.28,28159.25,-0.000569,1320.55,-0.000569
34865,34866,28144.79,28158.81,0.000498,1321.2,0.000498
34867,34868,28034.99,28057.92,0.000818,1322.28,0.000818
34872,34873,28064.75,28073.67,0.000318,1322.7,0.000318
34878,34884,27978.56,27999.15,0.000736,1323.68,0.000736
34885,34886,27981.19,27997.18,0.000571,1324.43,0.000571
34889,34894,28011.44,27963.24,-0.001721,1322.16,-0.001721
34895,34896,27909.95,27991.25,0.002913,1326.01,0.002913
34910,34918,28048.16,28047.24,-3.3e-05,1325.96,-3.3e-05
34920,34924,28012.13,28039.73,0.000985,1327.27,0.000985
34964,34967,28068.91,28061.68,-0.000258,1326.93,-0.000258
34975,34982,28053.52,28029.97,-0.000839,1325.81,-0.000839
34986,34987,28026.17,28042.63,0.000587,1326.59,0.000587
34988,34994,28024.52,28039.0,0.000517,1327.28,0.000517
35012,35013,28007.51,28027.18,0.000702,1328.21,0.000702
35016,35029,28018.4,27942.3,-0.002716,1324.6,-0.002716
35030,35035,27872.83,27973.99,0.003629,1329.41,0.003629
35041,35049,27951.19,27972.63,0.000767,1330.43,0.000767
35061,35063,27940.39,27932.93,-0.000267,1330.07,-0.000267
35064,35067,27904.04,27865.4,-0.001385,1328.23,-0.001385
35070,35071,27864.25,27876.95,0.000456,1328.84,0.000456
35072,35074,27844.24,27895.51,0.001841,1331.28,0.001841
35076,35082,27867.81,27845.46,-0.000802,1330.22,-0.000802
35110,35111,27889.0,27910.0,0.000753,1331.22,0.000753
35116,35117,27925.42,27942.96,0.000628,1332.05,0.000628
35120,35123,27889.24,27894.51,0.000189,1332.31,0.000189
35125,35129,27889.48,27940.44,0.001827,1334.74,0.001827
35135,35141,27895.99,27818.79,-0.002767,1331.05,-0.002767
35204,35207,28065.14,28065.95,2.9e-05,1331.09,2.9e-05
35209,35229,28047.56,28059.04,0.000409,1331.63,0.000409
35237,35240,28027.57,28005.56,-0.000785,1330.58,-0.000785
35243,35246,27988.08,27991.47,0.000121,1330.75,0.000121
35247,35249,27979.43,27993.64,0.000508,1331.42,0.000508
35251,35252,27977.53,27998.63,0.000754,1332.43,0.000754
35254,35255,28003.25,28022.37,0.000683,1333.34,0.000683
35264,35265,28017.77,28049.07,0.001117,1334.83,0.001117
35280,35285,28040.02,28011.23,-0.001027,1333.45,-0.001027
35288,35289,27985.54,28003.84,0.000654,1334.33,0.000654
35295,35301,28008.49,28002.92,-0.000199,1334.06,-0.000199
35304,35305,27989.16,28001.79,0.000451,1334.66,0.000451
35307,35316,27986.6,27950.0,-0.001308,1332.92,-0.001308
35392,35399,28030.13,27988.02,-0.001502,1330.92,-0.001502
35410,35411,28002.46,28009.67,0.000257,1331.26,0.000257
35412,35415,27987.93,28005.75,0.000637,1332.11,0.000637
35452,35454,27971.29,27984.25,0.000463,1332.72,0.000463
35455,35457,27944.71,27944.2,-1.8e-05,1332.7,-1.8e-05
35469,35510,27947.0,27869.99,-0.002756,1329.03,-0.002756
35511,35512,27859.72,27880.36,0.000741,1330.01,0.000741
35518,35531,27891.02,27872.4,-0.000668,1329.12,-0.000668
35533,35538,27842.08,27877.92,0.001287,1330.83,0.001287
35569,35570,27892.41,27910.01,0.000631,1331.67,0.000631
35578,35586,27879.4,27857.42,-0.000788,1330.62,-0.000788
35596,35598,27908.22,27860.73,-0.001702,1328.36,-0.001702
35602,35603,27900.54,27921.23,0.000742,1329.34,0.000742
35604,35606,27892.63,27895.3,9.6e-05,1329.47,9.6e-05
35612,35617,27876.89,27910.66,0.001211,1331.08,0.001211
35620,35621,27876.12,27880.03,0.00014,1331.27,0.00014
35670,35673,27916.54,27907.74,-0.000315,1330.85,-0.000315
35676,35677,27893.23,27901.04,0.00028,1331.22,0.00028
35678,35685,27890.58,27897.23,0.000238,1331.54,0.000238
35716,35724,27902.61,27891.77,-0.000388,1331.02,-0.000388
35727,35731,27881.11,27894.23,0.000471,1331.65,0.000471
35733,35738,27890.91,27899.58,0.000311,1332.06,0.000311
35755,35756,27880.0,27886.63,0.000238,1332.38,0.000238
35761,35764,27872.09,27864.2,-0.000283,1332.0,-0.000283
35777,35779,27863.06,27870.01,0.000249,1332.33,0.000249
35831,35832,27877.43,27892.25,0.000532,1333.04,0.000532
35838,35845,27898.34,27886.74,-0.000416,1332.49,-0.000416
35982,35984,28077.91,28086.22,0.000296,1332.88,0.000296
36000,36008,28048.39,28049.91,5.4e-05,1332.95,5.4e-05
36011,36012,28042.12,28058.57,0.000587,1333.74,0.000587
36017,36019,28043.42,28058.31,0.000531,1334.44,0.000531
36024,36053,28032.49,28020.13,-0.000441,1333.86,-0.000441
36062,36063,28010.57,28012.27,6.1e-05,1333.94,6.1e-05
36066,36072,28006.95,28002.0,-0.000177,1333.7,-0.000177
36078,36081,28004.47,27982.07,-0.0008,1332.63,-0.0008
36084,36085,27987.57,27992.74,0.000185,1332.88,0.000185
36094,36096,27980.4,27995.13,0.000526,1333.58,0.000526
36170,36188,27999.89,27946.28,-0.001915,1331.03,-0.001915
36195,36205,27939.51,27910.13,-0.001052,1329.63,-0.001052
36206,36207,27900.98,27915.84,0.000533,1330.34,0.000533
36212,36214,27906.08,27925.97,0.000713,1331.29,0.000713
36215,36220,27914.68,27926.47,0.000422,1331.85,0.000422
36224,36225,27924.13,27929.29,0.000185,1332.09,0.000185
36244,36245,27911.69,27917.4,0.000205,1332.37,0.000205
36296,36297,27932.28,27943.96,0.000418,1332.92,0.000418
36298,36299,27927.75,27942.29,0.000521,1333.62,0.000521
36357,36358,28036.68,28056.18,0.000696,1334.55,0.000696
36361,36362,28031.39,28039.73,0.000298,1334.94,0.000298
36363,36365,28042.03,28035.27,-0.000241,1334.62,-0.000241
36366,36369,28026.51,28027.36,3e-05,1334.66,3e-05
36421,36427,28023.92,27969.23,-0.001952,1332.06,-0.001952
36430,36432,27926.48,27936.59,0.000362,1332.54,0.000362
36438,36448,27939.19,27866.77,-0.002592,1329.08,-0.002592
36449,36452,27867.23,27904.14,0.001324,1330.85,0.001324
36456,36474,27887.27,27885.3,-7.1e-05,1330.75,-7.1e-05
36479,36482,27872.54,27878.66,0.00022,1331.04,0.00022
36495,36497,27887.47,27898.28,0.000388,1331.56,0.000388
36523,36524,27870.43,27893.22,0.000818,1332.65,0.000818
36532,36535,27872.9,27882.0,0.000326,1333.08,0.000326
36541,36542,27914.04,27914.04,0.0,1333.08,0.0
36571,36573,27896.51,27895.94,-2e-05,1333.06,-2e-05
36575,36577,27893.54,27900.0,0.000232,1333.36,0.000232
36591,36593,27852.6,27835.0,-0.000632,1332.52,-0.000632
36607,36609,27840.32,27888.95,0.001747,1334.85,0.001747
36612,36613,27870.01,27876.64,0.000238,1335.17,0.000238
36616,36618,27870.87,27912.03,0.001477,1337.14,0.001477
36623,36624,27884.21,27891.91,0.000276,1337.51,0.000276
36652,36653,27882.17,27879.98,-7.9e-05,1337.4,-7.9e-05
36656,36657,27880.75,27906.29,0.000916,1338.63,0.000916
36659,36661,27876.7,27886.68,0.000358,1339.11,0.000358
36778,36798,28317.51,28419.26,0.003593,1343.92,0.003593
36807,36820,28352.95,28314.51,-0.001356,1342.1,-0.001356
36822,36826,28312.29,28314.83,9e-05,1342.22,9e-05
36828,36833,28302.99,28300.0,-0.000106,1342.08,-0.000106
36846,36849,28280.85,28286.42,0.000197,1342.34,0.000197
36850,36852,28276.68,28300.51,0.000843,1343.47,0.000843
36860,36862,28289.23,28294.24,0.000177,1343.71,0.000177
36863,36867,28278.44,28282.61,0.000147,1343.91,0.000147
36882,36894,28263.17,28233.27,-0.001058,1342.49,-0.001058
36936,36937,28237.96,28255.16,0.000609,1343.3,0.000609
36966,36967,28281.5,28284.53,0.000107,1343.45,0.000107
37027,37032,28287.59,28294.15,0.000232,1343.76,0.000232
37034,37038,28271.58,28302.23,0.001084,1345.22,0.001084
37040,37042,28280.0,28297.37,0.000614,1346.04,0.000614
37043,37066,28287.51,28238.56,-0.00173,1343.71,-0.00173
37073,37075,28238.52,28249.29,0.000381,1344.23,0.000381
37131,37133,29071.67,29129.58,0.001992,1346.9,0.001992
37137,37138,29065.26,29095.73,0.001048,1348.31,0.001048
37142,37143,29082.54,29130.56,0.001651,1350.54,0.001651
37149,37157,29136.38,29170.54,0.001172,1352.12,0.001172
37173,37196,29090.91,29094.22,0.000114,1352.28,0.000114
37262,37263,29607.71,29638.96,0.001055,1353.71,0.001055
37267,37270,29595.1,29678.03,0.002802,1357.5,0.002802
37291,37292,29757.79,29779.99,0.000746,1358.51,0.000746
37317,37321,30180.54,30127.2,-0.001767,1356.11,-0.001767
37322,37344,30095.43,30115.95,0.000682,1357.04,0.000682
37372,37373,30069.87,30090.75,0.000694,1357.98,0.000694
37377,37386,30051.07,29948.09,-0.003427,1353.32,-0.003427
37387,37388,29946.25,29974.98,0.000959,1354.62,0.000959
37391,37392,30003.48,30024.75,0.000709,1355.58,0.000709
37441,37442,30060.03,30079.86,0.00066,1356.48,0.00066
37446,37448,30039.99,30059.14,0.000637,1357.34,0.000637
37450,37453,30036.44,30029.87,-0.000219,1357.04,-0.000219
37459,37460,30015.06,30027.12,0.000402,1357.59,0.000402
37468,37470,30014.8,30045.72,0.00103,1358.99,0.00103
37501,37502,30058.55,30077.7,0.000637,1359.85,0.000637
37504,37506,30055.15,30073.59,0.000614,1360.69,0.000614
37510,37512,30070.0,30059.99,-0.000333,1360.24,-0.000333
37513,37514,30046.74,30065.78,0.000634,1361.1,0.000634
37539,37540,30122.18,30167.98,0.00152,1363.17,0.00152
37556,37561,30106.06,30058.87,-0.001567,1361.03,-0.001567
37590,37591,30128.24,30165.56,0.001239,1362.72,0.001239
37600,37601,30137.7,30147.78,0.000334,1363.17,0.000334
37604,37607,30127.98,30121.57,-0.000213,1362.88,-0.000213
37611,37612,30081.21,30102.04,0.000692,1363.83,0.000692
37659,37661,30179.3,30189.1,0.000325,1364.27,0.000325
37662,37666,30150.01,30130.49,-0.000647,1363.39,-0.000647
37669,37675,30109.83,30095.76,-0.000467,1362.75,-0.000467
37676,37678,30071.31,30097.85,0.000883,1363.95,0.000883
37699,37701,30130.86,30154.33,0.000779,1365.01,0.000779
37765,37767,30200.01,30215.15,0.000501,1365.7,0.000501
37778,37784,30183.95,30170.8,-0.000436,1365.1,-0.000436
37785,37814,30140.61,29988.75,-0.005038,1358.23,-0.005038
37816,37845,29970.13,29999.23,0.000971,1359.54,0.000971
37855,37857,29921.48,29941.18,0.000658,1360.44,0.000658
37861,37864,29917.29,29920.0,9.1e-05,1360.56,9.1e-05
37866,37867,29925.81,29925.8,-0.0,1360.56,-0.0
37868,37872,29893.59,29896.21,8.8e-05,1360.68,8.8e-05
37878,37879,29888.17,29917.14,0.000969,1362.0,0.000969
37920,37921,29963.33,29965.0,5.6e-05,1362.08,5.6e-05
37922,37929,29947.08,29932.1,-0.0005,1361.39,-0.0005
37971,37972,29950.32,29991.65,0.00138,1363.27,0.00138
37977,37978,29962.63,29977.69,0.000503,1363.96,0.000503
37979,37980,29963.67,29977.55,0.000463,1364.59,0.000463
37988,37991,29961.26,29970.93,0.000323,1365.03,0.000323
37997,37998,30293.34,30336.72,0.001432,1366.99,0.001432
37999,38002,30293.94,30261.2,-0.001081,1365.51,-0.001081
38004,38005,30157.09,30196.54,0.001308,1367.29,0.001308
38011,38012,30167.39,30179.34,0.000396,1367.84,0.000396
38016,38017,30164.89,30215.72,0.001685,1370.14,0.001685
38018,38023,30125.91,30072.48,-0.001774,1367.71,-0.001774
38036,38052,30114.5,29900.0,-0.007123,1357.97,-0.007123
38054,38117,29922.89,29960.02,0.001241,1359.65,0.001241
38119,38123,29943.06,29957.22,0.000473,1360.3,0.000473
38124,38162,29917.26,29933.95,0.000558,1361.06,0.000558
38182,38183,29907.86,29937.56,0.000993,1362.41,0.000993
38187,38188,29907.73,29914.52,0.000227,1362.72,0.000227
38195,38196,29871.9,29910.39,0.001289,1364.47,0.001289
38201,38208,29873.2,29861.6,-0.000388,1363.94,-0.000388
38217,38220,29873.2,29892.93,0.00066,1364.84,0.00066
38222,38224,29877.42,29888.07,0.000356,1365.33,0.000356
38329,38334,30041.49,30077.33,0.001193,1366.96,0.001193
38359,38363,30051.84,30021.05,-0.001025,1365.56,-0.001025
38364,38365,30016.54,30023.28,0.000225,1365.86,0.000225
38376,38378,30037.47,30045.52,0.000268,1366.23,0.000268
38389,38391,30043.46,30056.41,0.000431,1366.82,0.000431
38419,38421,30177.05,30186.48,0.000312,1367.25,0.000312
38460,38462,30167.61,30189.08,0.000712,1368.22,0.000712
38463,38470,30162.26,30226.72,0.002137,1371.14,0.002137
38472,38476,30199.99,30186.08,-0.000461,1370.51,-0.000461
38489,38491,30242.94,30223.23,-0.000652,1369.62,-0.000652
38492,38493,30213.23,30226.0,0.000423,1370.2,0.000423
38499,38500,30208.32,30224.5,0.000536,1370.93,0.000536
38502,38503,30186.73,30217.88,0.001032,1372.35,0.001032
38504,38506,30175.75,30196.66,0.000693,1373.3,0.000693
38527,38531,30389.26,30375.0,-0.000469,1372.65,-0.000469
38548,38550,30352.12,30365.46,0.00044,1373.26,0.00044
38560,38562,30282.1,30329.81,0.001576,1375.42,0.001576
38577,38578,30323.0,30345.8,0.000752,1376.45,0.000752
38605,38607,30407.23,30407.31,3e-06,1376.46,3e-06
38608,38609,30333.23,30387.52,0.00179,1378.92,0.00179
38610,38611,30371.9,30378.63,0.000222,1379.23,0.000222
38612,38658,30349.12,30310.09,-0.001286,1377.45,-0.001286
38687,38688,30282.95,30298.35,0.000509,1378.15,0.000509
38732,38733,30709.79,30734.64,0.000809,1379.27,0.000809
38759,38768,30654.48,30609.99,-0.001451,1377.27,-0.001451
38775,38776,30654.22,30668.25,0.000458,1377.9,0.000458
38801,38809,30688.5,30770.02,0.002656,1381.56,0.002656
38857,38858,30780.35,30814.99,0.001125,1383.11,0.001125
38859,38866,30786.76,30771.9,-0.000483,1382.45,-0.000483
38867,38876,30742.95,30747.63,0.000152,1382.66,0.000152
38877,38897,30721.66,30785.65,0.002083,1385.54,0.002083
38931,38932,30734.63,30754.07,0.000633,1386.41,0.000633
38959,38967,30763.85,30665.85,-0.003186,1382.0,-0.003186
38969,38974,30665.02,30674.88,0.000322,1382.44,0.000322
38975,38977,30660.8,30713.65,0.001724,1384.82,0.001724
38978,38979,30676.19,30718.23,0.00137,1386.72,0.00137
38986,38990,30717.6,30664.64,-0.001724,1384.33,-0.001724
38991,38997,30615.3,30623.57,0.00027,1384.7,0.00027
38999,39000,30606.49,30638.0,0.00103,1386.13,0.00103
39001,39005,30627.5,30625.74,-5.7e-05,1386.05,-5.7e-05
39006,39020,30436.69,30303.64,-0.004371,1379.99,-0.004371
39021,39069,30260.01,30345.55,0.002827,1383.89,0.002827
39089,39091,30214.39,30235.0,0.000682,1384.84,0.000682
39127,39128,30393.96,30432.14,0.001256,1386.58,0.001256
39170,39173,30384.66,30400.7,0.000528,1387.31,0.000528
39196,39200,30505.0,30426.38,-0.002577,1383.73,-0.002577
39201,39216,30411.51,30364.96,-0.001531,1381.61,-0.001531
39237,39238,30357.6,30374.89,0.00057,1382.4,0.00057
39267,39268,30358.82,30364.26,0.000179,1382.65,0.000179
39272,39275,30357.04,30360.19,0.000104,1382.79,0.000104
39316,39317,30372.55,30378.3,0.000189,1383.05,0.000189
39359,39362,30387.25,30382.73,-0.000149,1382.85,-0.000149
39399,39400,30402.28,30413.77,0.000378,1383.37,0.000378
39415,39416,30392.33,30401.03,0.000286,1383.77,0.000286
39420,39423,30375.75,30389.4,0.000449,1384.39,0.000449
39426,39427,30379.39,30392.95,0.000446,1385.01,0.000446
39455,39456,30380.54,30385.81,0.000173,1385.25,0.000173
39457,39459,30352.58,30355.3,9e-05,1385.37,9e-05
39460,39463,30352.39,30342.66,-0.000321,1384.93,-0.000321
39464,39468,30335.19,30349.99,0.000488,1385.6,0.000488
39483,39484,30361.09,30359.39,-5.6e-05,1385.52,-5.6e-05
39501,39505,30359.2,30336.01,-0.000764,1384.47,-0.000764
39506,39510,30311.48,30306.54,-0.000163,1384.24,-0.000163
39513,39515,30308.1,30318.1,0.00033,1384.7,0.00033
39516,39524,30299.99,30319.98,0.00066,1385.61,0.00066
39525,39548,30298.81,30263.72,-0.001158,1384.01,-0.001158
39579,39581,30256.95,30282.11,0.000832,1385.16,0.000832
39608,39610,30250.71,30263.08,0.000409,1385.72,0.000409
39623,39625,30263.76,30270.6,0.000226,1386.04,0.000226
39659,39671,30306.77,30311.49,0.000156,1386.25,0.000156
39672,39679,30289.96,30319.03,0.00096,1387.58,0.00096
39683,39691,30280.74,30196.41,-0.002785,1383.72,-0.002785
39704,39705,30236.95,30256.92,0.00066,1384.63,0.00066
39733,39737,30239.53,30261.33,0.000721,1385.63,0.000721
39738,39741,30242.25,30255.0,0.000422,1386.21,0.000422
39742,39749,30236.71,30255.0,0.000605,1387.05,0.000605
39818,39820,30352.6,30364.99,0.000408,1387.62,0.000408
39861,39866,30278.13,30272.32,-0.000192,1387.35,-0.000192
39868,39885,30270.99,30311.77,0.001347,1389.22,0.001347
39887,39895,30297.97,30276.93,-0.000694,1388.26,-0.000694
39897,39903,30258.0,30253.57,-0.000146,1388.05,-0.000146
39904,39909,30226.45,30254.65,0.000933,1389.35,0.000933
39914,39915,30243.3,30246.51,0.000106,1389.5,0.000106
39916,39920,30240.01,30246.08,0.000201,1389.78,0.000201
39921,39923,30241.67,30269.68,0.000926,1391.06,0.000926
39929,39934,30240.39,30239.04,-4.5e-05,1391.0,-4.5e-05
39942,39943,30201.49,30222.91,0.000709,1391.99,0.000709
39993,39997,30290.0,30290.93,3.1e-05,1392.03,3.1e-05
40007,40008,30326.14,30328.64,8.2e-05,1392.14,8.2e-05
40017,40018,30300.49,30300.77,9e-06,1392.16,9e-06
40040,40043,30319.61,30359.29,0.001309,1393.98,0.001309
40058,40059,30455.53,30468.65,0.000431,1394.58,0.000431
40062,40067,30419.48,30291.8,-0.004197,1388.73,-0.004197
40089,40090,30298.21,30310.09,0.000392,1389.27,0.000392
40092,40094,30282.92,30311.17,0.000933,1390.57,0.000933
40115,40119,30315.66,30331.93,0.000537,1391.31,0.000537
40125,40159,30324.34,29911.0,-0.013631,1372.35,-0.013631
40161,40165,29844.01,29852.99,0.000301,1372.76,0.000301
40166,40167,29849.16,29877.48,0.000949,1374.06,0.000949
40180,40198,29958.11,30079.0,0.004035,1379.61,0.004035
40219,40221,29975.29,29984.98,0.000323,1380.06,0.000323
40228,40230,29967.52,29980.91,0.000447,1380.67,0.000447
40232,40238,29959.57,29962.85,0.000109,1380.82,0.000109
40242,40243,29964.24,29972.99,0.000292,1381.23,0.000292
40252,40254,29960.2,29960.54,1.1e-05,1381.24,1.1e-05
40275,40281,29932.29,29927.88,-0.000147,1381.04,-0.000147
40282,40286,29907.07,29918.37,0.000378,1381.56,0.000378
40289,40290,29919.99,29924.4,0.000147,1381.76,0.000147
40293,40311,29899.36,29888.52,-0.000363,1381.26,-0.000363
40315,40316,29869.57,29870.01,1.5e-05,1381.28,1.5e-05
40323,40324,29884.13,29918.1,0.001137,1382.85,0.001137
40338,40339,29871.69,29877.97,0.00021,1383.14,0.00021
40340,40341,29866.25,29889.05,0.000763,1384.2,0.000763
40343,40344,29857.18,29876.97,0.000663,1385.12,0.000663
40345,40349,29860.99,29886.15,0.000843,1386.28,0.000843
40350,40358,29850.79,29865.01,0.000476,1386.94,0.000476
40370,40379,29850.01,29559.47,-0.009733,1373.45,-0.009733
40381,40382,29544.94,29575.67,0.00104,1374.87,0.00104
40384,40385,29570.81,29593.13,0.000755,1375.91,0.000755
40386,40417,29549.48,29454.78,-0.003205,1371.5,-0.003205
40418,40433,29453.52,29481.27,0.000942,1372.79,0.000942
40437,40442,29405.49,29421.5,0.000544,1373.54,0.000544
40454,40458,29388.79,29339.2,-0.001687,1371.22,-0.001687
40459,40460,29314.39,29342.39,0.000955,1372.53,0.000955
40466,40468,29360.02,29382.19,0.000755,1373.57,0.000755
40472,40474,29352.65,29414.29,0.0021,1376.45,0.0021
40538,40539,29490.85,29492.4,5.3e-05,1376.53,5.3e-05
40543,40545,29473.45,29483.53,0.000342,1377.0,0.000342
40549,40550,29470.52,29472.34,6.2e-05,1377.08,6.2e-05
40552,40556,29472.8,29462.91,-0.000336,1376.62,-0.000336
40560,40565,29433.28,29452.16,0.000641,1377.5,0.000641
40566,40572,29449.99,29442.92,-0.00024,1377.17,-0.00024
